code,seccion,division,grupo,titulo_actividad,titulo_seccion,titulo_division,titulo_grupo,macro_sector
Clase,,,Grupo,Descripción,,,Descripción,
4742,G,47,474,"Comercio al por menor de equipos y aparatos de sonido y de video, en establecimientos especializados",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor de equipos de informática y de comunicaciones en establecimientos especializados,
4751,G,47,475,Comercio al por menor de productos textiles en establecimientos especializados,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor de otros enseres domésticos en establecimientos especializados,
4752,G,47,475,"Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor de otros enseres domésticos en establecimientos especializados,
4753,G,47,475,"Comercio al por menor de tapices, alfombras y recubrimientos para paredes y pisos en establecimientos especializados",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor de otros enseres domésticos en establecimientos especializados,
4754,G,47,475,"Comercio al por menor de electrodomésticos y gasodomésticos, muebles y equipos de iluminación en establecimientos especializados",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor de otros enseres domésticos en establecimientos especializados,
4755,G,47,475,Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor de otros enseres domésticos en establecimientos especializados,
4759,G,47,475,Comercio al por menor de otros artículos domésticos en establecimientos especializados,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor de otros enseres domésticos en establecimientos especializados,
4761,G,47,476,"Comercio al por menor de libros, periódicos, materiales y artículos de papelería y escritorio, en establecimientos especializados",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor de artículos culturales y de entretenimiento en establecimientos especializados,
4762,G,47,476,"Comercio al por menor de artículos deportivos, en establecimientos especializados",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor de artículos culturales y de entretenimiento en establecimientos especializados,
4769,G,47,476,Comercio al por menor de otros artículos culturales y de entretenimiento n.c.p. en establecimientos especializados,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor de artículos culturales y de entretenimiento en establecimientos especializados,
4771,G,47,477,Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor de otros productos en establecimientos especializados,
4772,G,47,477,Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor de otros productos en establecimientos especializados,
4773,G,47,477,"Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor de otros productos en establecimientos especializados,
4774,G,47,477,Comercio al por menor de otros productos nuevos en establecimientos especializados,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor de otros productos en establecimientos especializados,
4775,G,47,477,Comercio al por menor de artículos de segunda mano,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor de otros productos en establecimientos especializados,
4781,G,47,478,"Comercio al por menor de alimentos, bebidas y tabaco, en puestos de venta móviles",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor en puestos de venta móviles,
4782,G,47,478,"Comercio al por menor de productos textiles, prendas de vestir y calzado, en puestos de venta móviles",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor en puestos de venta móviles,
4789,G,47,478,Comercio al por menor de otros productos en puestos de venta móviles,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Comercio al por menor en puestos de venta móviles,
4791,G,47,479,Comercio al por menor realizado a través de internet,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas","Comercio al por menor no realizado en establecimientos, puestos de venta o mercados",
4792,G,47,479,Comercio al por menor realizado a través de casas de venta o por correo,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas","Comercio al por menor no realizado en establecimientos, puestos de venta o mercados",
4799,G,47,479,"Otros tipos de comercio al por menor no realizado en establecimientos, puestos de venta o mercados",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas","Comercio al por menor no realizado en establecimientos, puestos de venta o mercados",
4911,H,49,491,Transporte férreo de pasajeros,TRANSPORTE Y ALMACENAMIENTO,Transporte terrestre; transporte por tuberías,Transporte férreo,
4912,H,49,491,Transporte férreo de carga,TRANSPORTE Y ALMACENAMIENTO,Transporte terrestre; transporte por tuberías,Transporte férreo,
4921,H,49,492,Transporte de pasajeros,TRANSPORTE Y ALMACENAMIENTO,Transporte terrestre; transporte por tuberías,Transporte terrestre público automotor,
4922,H,49,492,Transporte mixto,TRANSPORTE Y ALMACENAMIENTO,Transporte terrestre; transporte por tuberías,Transporte terrestre público automotor,
4923,H,49,492,Transporte de carga por carretera,TRANSPORTE Y ALMACENAMIENTO,Transporte terrestre; transporte por tuberías,Transporte terrestre público automotor,
4930,H,49,493,Transporte por tuberías,TRANSPORTE Y ALMACENAMIENTO,Transporte terrestre; transporte por tuberías,Transporte por tuberías,
5011,H,50,501,Transporte de pasajeros marítimo y de cabotaje,TRANSPORTE Y ALMACENAMIENTO,Transporte acuático,Transporte marítimo y de cabotaje,
5012,H,50,501,Transporte de carga marítimo y de cabotaje,TRANSPORTE Y ALMACENAMIENTO,Transporte acuático,Transporte marítimo y de cabotaje,
5021,H,50,502,Transporte fluvial de pasajeros,TRANSPORTE Y ALMACENAMIENTO,Transporte acuático,Transporte fluvial,
5022,H,50,502,Transporte fluvial de carga,TRANSPORTE Y ALMACENAMIENTO,Transporte acuático,Transporte fluvial,
5111,H,51,511,Transporte aéreo nacional de pasajeros,TRANSPORTE Y ALMACENAMIENTO,Transporte aéreo,Transporte aéreo de pasajeros,
5112,H,51,511,Transporte aéreo internacional de pasajeros,TRANSPORTE Y ALMACENAMIENTO,Transporte aéreo,Transporte aéreo de pasajeros,
5121,H,51,512,Transporte aéreo nacional de carga,TRANSPORTE Y ALMACENAMIENTO,Transporte aéreo,Transporte aéreo de carga,
5122,H,51,512,Transporte aéreo internacional de carga,TRANSPORTE Y ALMACENAMIENTO,Transporte aéreo,Transporte aéreo de carga,
5210,H,52,521,Almacenamiento y depósito,TRANSPORTE Y ALMACENAMIENTO,Almacenamiento y actividades complementarias al transporte,Almacenamiento y depósito,
5221,H,52,522,"Actividades de estaciones, vías y servicios complementarios para el transporte terrestre",TRANSPORTE Y ALMACENAMIENTO,Almacenamiento y actividades complementarias al transporte,"Actividades de las estaciones, vías y servicios complementarios para el transporte",
5222,H,52,522,Actividades de puertos y servicios complementarios para el transporte acuático,TRANSPORTE Y ALMACENAMIENTO,Almacenamiento y actividades complementarias al transporte,"Actividades de las estaciones, vías y servicios complementarios para el transporte",
5223,H,52,522,"Actividades de aeropuertos, servicios de navegación aérea y demás actividades conexas al transporte aéreo",TRANSPORTE Y ALMACENAMIENTO,Almacenamiento y actividades complementarias al transporte,"Actividades de las estaciones, vías y servicios complementarios para el transporte",
5224,H,52,522,Manipulación de carga,TRANSPORTE Y ALMACENAMIENTO,Almacenamiento y actividades complementarias al transporte,"Actividades de las estaciones, vías y servicios complementarios para el transporte",
5229,H,52,522,Otras actividades complementarias al transporte,TRANSPORTE Y ALMACENAMIENTO,Almacenamiento y actividades complementarias al transporte,"Actividades de las estaciones, vías y servicios complementarios para el transporte",
5310,H,53,531,Actividades postales nacionales,TRANSPORTE Y ALMACENAMIENTO,Correo y servicios de mensajería,Actividades postales nacionales,
5320,H,53,532,Actividades de mensajería,TRANSPORTE Y ALMACENAMIENTO,Correo y servicios de mensajería,Actividades de mensajería,
5511,I,55,551,Alojamiento en hoteles,ALOJAMIENTO Y SERVICIOS DE COMIDA,Alojamiento,Actividades de alojamiento de estancias cortas,
5512,I,55,551,Alojamiento en apartahoteles,ALOJAMIENTO Y SERVICIOS DE COMIDA,Alojamiento,Actividades de alojamiento de estancias cortas,
5513,I,55,551,Alojamiento en centros vacacionales,ALOJAMIENTO Y SERVICIOS DE COMIDA,Alojamiento,Actividades de alojamiento de estancias cortas,
5514,I,55,551,Alojamiento rural,ALOJAMIENTO Y SERVICIOS DE COMIDA,Alojamiento,Actividades de alojamiento de estancias cortas,
5519,I,55,551,Otros tipos de alojamiento para visitantes,ALOJAMIENTO Y SERVICIOS DE COMIDA,Alojamiento,Actividades de alojamiento de estancias cortas,
5520,I,55,552,Actividades de zonas de camping y parques para vehículos recreacionales,ALOJAMIENTO Y SERVICIOS DE COMIDA,Alojamiento,Actividades de zonas de camping y parques para vehículos recreacionales,
5530,I,55,553,Servicio de estancia por horas,ALOJAMIENTO Y SERVICIOS DE COMIDA,Alojamiento,Servicio de estancia por horas,
5590,I,55,559,Otros tipos de alojamiento n.c.p.,ALOJAMIENTO Y SERVICIOS DE COMIDA,Alojamiento,Otros tipos de alojamiento n.c.p.,
5611,I,56,561,Expendio a la mesa de comidas preparadas,ALOJAMIENTO Y SERVICIOS DE COMIDA,Actividades de servicios de comidas y bebidas,"Actividades de restaurantes, cafeterías y servicio móvil de comidas",
5612,I,56,561,Expendio por autoservicio de comidas preparadas,ALOJAMIENTO Y SERVICIOS DE COMIDA,Actividades de servicios de comidas y bebidas,"Actividades de restaurantes, cafeterías y servicio móvil de comidas",
5613,I,56,561,Expendio de comidas preparadas en cafeterías,ALOJAMIENTO Y SERVICIOS DE COMIDA,Actividades de servicios de comidas y bebidas,"Actividades de restaurantes, cafeterías y servicio móvil de comidas",
5619,I,56,561,Otros tipos de expendio de comidas preparadas n.c.p.,ALOJAMIENTO Y SERVICIOS DE COMIDA,Actividades de servicios de comidas y bebidas,"Actividades de restaurantes, cafeterías y servicio móvil de comidas",
5621,I,56,562,Catering para eventos,ALOJAMIENTO Y SERVICIOS DE COMIDA,Actividades de servicios de comidas y bebidas,Actividades de catering para eventos y otros servicios de comidas,
5629,I,56,562,Actividades de otros servicios de comidas,ALOJAMIENTO Y SERVICIOS DE COMIDA,Actividades de servicios de comidas y bebidas,Actividades de catering para eventos y otros servicios de comidas,
5630,I,56,563,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,ALOJAMIENTO Y SERVICIOS DE COMIDA,Actividades de servicios de comidas y bebidas,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,
5811,J,58,581,Edición de libros,INFORMACIÓN Y COMUNICACIONES,Actividades de edición,"Edición de libros, publicaciones periódicas y otras actividades de edición",
5812,J,58,581,Edición de directorios y listas de correo,INFORMACIÓN Y COMUNICACIONES,Actividades de edición,"Edición de libros, publicaciones periódicas y otras actividades de edición",
5813,J,58,581,"Edición de periódicos, revistas y otras publicaciones periódicas",INFORMACIÓN Y COMUNICACIONES,Actividades de edición,"Edición de libros, publicaciones periódicas y otras actividades de edición",
5819,J,58,581,Otros trabajos de edición,INFORMACIÓN Y COMUNICACIONES,Actividades de edición,"Edición de libros, publicaciones periódicas y otras actividades de edición",
5820,J,58,582,Edición de programas de informática (software),INFORMACIÓN Y COMUNICACIONES,Actividades de edición,Edición de programas de informática (software),
5911,J,59,591,"Actividades de producción de películas cinematográficas, videos, programas, anuncios y comerciales de televisión",INFORMACIÓN Y COMUNICACIONES,"Actividades cinematográficas, de video y producción de programas de televisión, grabación de sonido y edición de música","Actividades de producción de películas cinematográficas, video y producción de programas, anuncios y comerciales de televisión",
5912,J,59,591,"Actividades de postproducción de películas cinematográficas, videos, programas, anuncios y comerciales de televisión",INFORMACIÓN Y COMUNICACIONES,"Actividades cinematográficas, de video y producción de programas de televisión, grabación de sonido y edición de música","Actividades de producción de películas cinematográficas, video y producción de programas, anuncios y comerciales de televisión",
5913,J,59,591,"Actividades de distribución de películas cinematográficas, videos, programas, anuncios y comerciales de televisión",INFORMACIÓN Y COMUNICACIONES,"Actividades cinematográficas, de video y producción de programas de televisión, grabación de sonido y edición de música","Actividades de producción de películas cinematográficas, video y producción de programas, anuncios y comerciales de televisión",
5914,J,59,591,Actividades de exhibición de películas cinematográficas y videos,INFORMACIÓN Y COMUNICACIONES,"Actividades cinematográficas, de video y producción de programas de televisión, grabación de sonido y edición de música","Actividades de producción de películas cinematográficas, video y producción de programas, anuncios y comerciales de televisión",
5920,J,59,592,Actividades de grabación de sonido y edición de música,INFORMACIÓN Y COMUNICACIONES,"Actividades cinematográficas, de video y producción de programas de televisión, grabación de sonido y edición de música",Actividades de grabación de sonido y edición de música,
6010,J,60,601,Actividades de programación y transmisión en el servicio de radiodifusión sonora,INFORMACIÓN Y COMUNICACIONES,"Actividades de programación, transmisión y/o difusión",Actividades de programación y transmisión en el servicio de radiodifusión sonora,
6020,J,60,602,Actividades de programación y transmisión de televisión,INFORMACIÓN Y COMUNICACIONES,"Actividades de programación, transmisión y/o difusión",Actividades de programación y transmisión de televisión,
6110,J,61,611,Actividades de telecomunicaciones alámbricas,INFORMACIÓN Y COMUNICACIONES,Telecomunicaciones,Actividades de telecomunicaciones alámbricas,
6120,J,61,612,Actividades de telecomunicaciones inalámbricas,INFORMACIÓN Y COMUNICACIONES,Telecomunicaciones,Actividades de telecomunicaciones inalámbricas,
6130,J,61,613,Actividades de telecomunicación satelital,INFORMACIÓN Y COMUNICACIONES,Telecomunicaciones,Actividades de telecomunicación satelital,
6190,J,61,619,Otras actividades de telecomunicaciones,INFORMACIÓN Y COMUNICACIONES,Telecomunicaciones,Otras actividades de telecomunicaciones,
6201,J,62,620,"Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",INFORMACIÓN Y COMUNICACIONES,"Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas","Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas",
6202,J,62,620,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,INFORMACIÓN Y COMUNICACIONES,"Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas","Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas",
6209,J,62,620,Otras actividades de tecnologías de información y actividades de servicios informáticos,INFORMACIÓN Y COMUNICACIONES,"Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas","Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas",
6311,J,63,631,"Procesamiento de datos, alojamiento (hosting) y actividades relacionadas",INFORMACIÓN Y COMUNICACIONES,Actividades de servicios de información,"Procesamiento de datos, alojamiento (hosting) y actividades relacionadas; portales web",
6312,J,63,631,Portales web,INFORMACIÓN Y COMUNICACIONES,Actividades de servicios de información,"Procesamiento de datos, alojamiento (hosting) y actividades relacionadas; portales web",
6391,J,63,639,Actividades de agencias de noticias,INFORMACIÓN Y COMUNICACIONES,Actividades de servicios de información,Otras actividades de servicios de información,
6399,J,63,639,Otras actividades de servicios de información n.c.p.,INFORMACIÓN Y COMUNICACIONES,Actividades de servicios de información,Otras actividades de servicios de información,
6411,K,64,641,Banco Central,ACTIVIDADES FINANCIERAS Y DE SEGUROS,"Actividades de servicios financieros, excepto las de seguros y de pensiones",Intermediación monetaria,
6412,K,64,641,Bancos comerciales,ACTIVIDADES FINANCIERAS Y DE SEGUROS,"Actividades de servicios financieros, excepto las de seguros y de pensiones",Intermediación monetaria,
6421,K,64,642,Actividades de las corporaciones financieras,ACTIVIDADES FINANCIERAS Y DE SEGUROS,"Actividades de servicios financieros, excepto las de seguros y de pensiones",Otros tipos de intermediación monetaria,
6422,K,64,642,Actividades de las compañías de financiamiento,ACTIVIDADES FINANCIERAS Y DE SEGUROS,"Actividades de servicios financieros, excepto las de seguros y de pensiones",Otros tipos de intermediación monetaria,
6423,K,64,642,Banca de segundo piso,ACTIVIDADES FINANCIERAS Y DE SEGUROS,"Actividades de servicios financieros, excepto las de seguros y de pensiones",Otros tipos de intermediación monetaria,
6424,K,64,642,Actividades de las cooperativas financieras,ACTIVIDADES FINANCIERAS Y DE SEGUROS,"Actividades de servicios financieros, excepto las de seguros y de pensiones",Otros tipos de intermediación monetaria,
6431,K,64,643,"Fideicomisos, fondos y entidades financieras similares",ACTIVIDADES FINANCIERAS Y DE SEGUROS,"Actividades de servicios financieros, excepto las de seguros y de pensiones","Fideicomisos, fondos (incluye fondos de cesantías) y entidades financieras similares",
6432,K,64,643,Fondos de cesantías,ACTIVIDADES FINANCIERAS Y DE SEGUROS,"Actividades de servicios financieros, excepto las de seguros y de pensiones","Fideicomisos, fondos (incluye fondos de cesantías) y entidades financieras similares",
6491,K,64,649,Leasing financiero (arrendamiento financiero),ACTIVIDADES FINANCIERAS Y DE SEGUROS,"Actividades de servicios financieros, excepto las de seguros y de pensiones","Otras actividades de servicio financiero, excepto las de seguros y pensiones",
6492,K,64,649,Actividades financieras de fondos de empleados y otras formas asociativas del sector solidario,ACTIVIDADES FINANCIERAS Y DE SEGUROS,"Actividades de servicios financieros, excepto las de seguros y de pensiones","Otras actividades de servicio financiero, excepto las de seguros y pensiones",
6493,K,64,649,Actividades de compra de cartera o factoring,ACTIVIDADES FINANCIERAS Y DE SEGUROS,"Actividades de servicios financieros, excepto las de seguros y de pensiones","Otras actividades de servicio financiero, excepto las de seguros y pensiones",
6494,K,64,649,Otras actividades de distribución de fondos,ACTIVIDADES FINANCIERAS Y DE SEGUROS,"Actividades de servicios financieros, excepto las de seguros y de pensiones","Otras actividades de servicio financiero, excepto las de seguros y pensiones",
6495,K,64,649,Instituciones especiales oficiales,ACTIVIDADES FINANCIERAS Y DE SEGUROS,"Actividades de servicios financieros, excepto las de seguros y de pensiones","Otras actividades de servicio financiero, excepto las de seguros y pensiones",
6496,K,64,649,Capitalización,ACTIVIDADES FINANCIERAS Y DE SEGUROS,"Actividades de servicios financieros, excepto las de seguros y de pensiones","Otras actividades de servicio financiero, excepto las de seguros y pensiones",
6499,K,64,649,"Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",ACTIVIDADES FINANCIERAS Y DE SEGUROS,"Actividades de servicios financieros, excepto las de seguros y de pensiones","Otras actividades de servicio financiero, excepto las de seguros y pensiones",
6511,K,65,651,Seguros generales,ACTIVIDADES FINANCIERAS Y DE SEGUROS,"Seguros (incluso el reaseguro), seguros sociales y fondos de pensiones, excepto la seguridad social",Seguros,
6512,K,65,651,Seguros de vida,ACTIVIDADES FINANCIERAS Y DE SEGUROS,"Seguros (incluso el reaseguro), seguros sociales y fondos de pensiones, excepto la seguridad social",Seguros,
6513,K,65,651,Reaseguros,ACTIVIDADES FINANCIERAS Y DE SEGUROS,"Seguros (incluso el reaseguro), seguros sociales y fondos de pensiones, excepto la seguridad social",Seguros,
6515,K,65,651,Seguros de salud,ACTIVIDADES FINANCIERAS Y DE SEGUROS,"Seguros (incluso el reaseguro), seguros sociales y fondos de pensiones, excepto la seguridad social",Seguros,
6521,K,65,652,Servicios de seguros sociales de salud,ACTIVIDADES FINANCIERAS Y DE SEGUROS,"Seguros (incluso el reaseguro), seguros sociales y fondos de pensiones, excepto la seguridad social",Servicios de seguros sociales excepto los de pensiones,
6522,K,65,652,Servicios de seguros sociales en riesgos laborales,ACTIVIDADES FINANCIERAS Y DE SEGUROS,"Seguros (incluso el reaseguro), seguros sociales y fondos de pensiones, excepto la seguridad social",Servicios de seguros sociales excepto los de pensiones,
6523,K,65,652,Servicios de seguros sociales en riesgos familia,ACTIVIDADES FINANCIERAS Y DE SEGUROS,"Seguros (incluso el reaseguro), seguros sociales y fondos de pensiones, excepto la seguridad social",Servicios de seguros sociales excepto los de pensiones,
6531,K,65,653,Régimen de prima media con prestación definida (RPM),ACTIVIDADES FINANCIERAS Y DE SEGUROS,"Seguros (incluso el reaseguro), seguros sociales y fondos de pensiones, excepto la seguridad social","Servicios de seguros sociales en pensiones, excepto los programas de seguridad social",
6532,K,65,653,Régimen de ahorro individual con solidaridad (RAIS),ACTIVIDADES FINANCIERAS Y DE SEGUROS,"Seguros (incluso el reaseguro), seguros sociales y fondos de pensiones, excepto la seguridad social","Servicios de seguros sociales en pensiones, excepto los programas de seguridad social",
6611,K,66,661,Administración de mercados financieros,ACTIVIDADES FINANCIERAS Y DE SEGUROS,Actividades auxiliares de las actividades de servicios financieros,"Actividades auxiliares de las actividades de servicios financieros, excepto las de seguros y pensiones",
6612,K,66,661,Corretaje de valores y de contratos de productos básicos,ACTIVIDADES FINANCIERAS Y DE SEGUROS,Actividades auxiliares de las actividades de servicios financieros,"Actividades auxiliares de las actividades de servicios financieros, excepto las de seguros y pensiones",
6613,K,66,661,Otras actividades relacionadas con el mercado de valores,ACTIVIDADES FINANCIERAS Y DE SEGUROS,Actividades auxiliares de las actividades de servicios financieros,"Actividades auxiliares de las actividades de servicios financieros, excepto las de seguros y pensiones",
6614,K,66,661,Actividades de las sociedades de intermediación cambiaria y de servicios financieros especiales,ACTIVIDADES FINANCIERAS Y DE SEGUROS,Actividades auxiliares de las actividades de servicios financieros,"Actividades auxiliares de las actividades de servicios financieros, excepto las de seguros y pensiones",
6615,K,66,661,Actividades de los profesionales de compra y venta de divisas,ACTIVIDADES FINANCIERAS Y DE SEGUROS,Actividades auxiliares de las actividades de servicios financieros,"Actividades auxiliares de las actividades de servicios financieros, excepto las de seguros y pensiones",
6619,K,66,661,Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,ACTIVIDADES FINANCIERAS Y DE SEGUROS,Actividades auxiliares de las actividades de servicios financieros,"Actividades auxiliares de las actividades de servicios financieros, excepto las de seguros y pensiones",
6621,K,66,662,Actividades de agentes y corredores de seguros,ACTIVIDADES FINANCIERAS Y DE SEGUROS,Actividades auxiliares de las actividades de servicios financieros,Actividades de servicios auxiliares de los servicios de seguros y pensiones,
6629,K,66,662,"Evaluación de riesgos y daños, y otras actividades de servicios auxiliares",ACTIVIDADES FINANCIERAS Y DE SEGUROS,Actividades auxiliares de las actividades de servicios financieros,Actividades de servicios auxiliares de los servicios de seguros y pensiones,
6630,K,66,663,Actividades de administración de fondos,ACTIVIDADES FINANCIERAS Y DE SEGUROS,Actividades auxiliares de las actividades de servicios financieros,Actividades de administración de fondos,
6810,L,68,681,Actividades inmobiliarias realizadas con bienes propios o arrendados,ACTIVIDADES INMOBILIARIAS,Actividades inmobiliarias,Actividades inmobiliarias realizadas con bienes propios o arrendados,
6820,L,68,682,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,ACTIVIDADES INMOBILIARIAS,Actividades inmobiliarias,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,
6910,M,69,691,Actividades jurídicas,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",Actividades jurídicas y de contabilidad,Actividades jurídicas,
6920,M,69,692,"Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria","ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",Actividades jurídicas y de contabilidad,"Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria",
7010,M,70,701,Actividades de administración empresarial,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",Actividades de administración empresarial; actividades de consultoría de gestión,Actividades de administración empresarial,
7020,M,70,702,Actividades de consultoría de gestión,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",Actividades de administración empresarial; actividades de consultoría de gestión,Actividades de consultoría de gestión,
7111,M,71,711,Actividades de arquitectura,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",Actividades de arquitectura e ingeniería; ensayos y análisis técnicos,Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica,
7112,M,71,711,Actividades de ingeniería y otras actividades conexas de consultoría técnica,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",Actividades de arquitectura e ingeniería; ensayos y análisis técnicos,Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica,
7120,M,71,712,Ensayos y análisis técnicos,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",Actividades de arquitectura e ingeniería; ensayos y análisis técnicos,Ensayos y análisis técnicos,
